_id,company,date,opinion,rating,source
6270fafa21a1d929e59e454f,"bewire ",2/5/2018,"Best place to work at, period.",5,google
6270fafa21a1d929e59e4550,"bewire ",2/5/2019,Great place to work.,5,google
6270fafa21a1d929e59e4551,ChangeLab,21/4/2019,Professional team of people-oriented consultants and (team) coaches!,5,google
6270fafa21a1d929e59e4552,Craftworkz,3/5/2019,Young dynamic company that supports customers keeping an edge on competition by letting technology speak for itself. Creative steps into the future and backed up by the Cronos group to cover for the more legacy platform integration. Attracts young talent and will grow rapidly over the next few years.,4,google
6270fafa21a1d929e59e4553,Craftworkz,3/5/2021,"Great people, really nice company with creative and top notch technologies.",5,google
6270fafa21a1d929e59e4554,Craftworkz,3/5/2019,Prototyping and chatbots done right!!,5,google
6270fafa21a1d929e59e4555,Kunlabora,3/5/2019,Awesome workplace with lots of interesting people!,5,google
6270fafa21a1d929e59e4556,Kunlabora,3/5/2019,The place to be for professional software,5,google
6270fafa21a1d929e59e4557,Sidekick,3/12/2021,"
At Sidekick you have come to the right place for professional but creative branding and optimal online & offline communication. They also bring great added value every time in the field of content creation!",5,google
6270fafa21a1d929e59e4558,Sidekick,2/5/2017,"
Sidekick has a fresh take on the online presence in the market.
Without having a deep substantive knowledge of our services, they have succeeded in portraying our story perfectly.
Sidekick improved our appearance to the outside world in a fast, but qualitative way.",5,google
6270fafa21a1d929e59e4559,Sidekick,2/5/2017,Sidekick brought Be Bold to life. They created a strong visual identity for us that perfectly reflects our story in all communication materials.,5,google
6270fafa21a1d929e59e455a,Sidekick,3/8/2021,"Highly recommended for everyone, companies large and small, who are looking for support in the field of branding, copywriting, digital marketing, web design, graphic design etc!!",5,google
6270fafa21a1d929e59e455b,Sidekick,2/5/2018,Top team that is always ready to be creative and think along in the philosophy of the company. We keep going back to SideKick for every expansion to our concept. This way we are sure that we can always profile ourselves professionally to our customers,5,google
6270fafa21a1d929e59e455c,Sidekick,3/5/2019,"
At the end of 2018, Sidekick started with a new logo and the development of a new website for Arinti. Very quickly we were on the same wavelength and the Sidekick team succeeded in converting our story into a fresh and powerful new house style. Thanks for the excellent cooperation!",5,google
6270fafa21a1d929e59e455d,Sidekick,2/5/2020,"Very nice cooperation behind us in building our website!
They are also always available afterwards for questions and help.",5,google
6270fafa21a1d929e59e455e,Sidekick,2/5/2018,"
Very positive and professional cooperation.
To the point and very good insight into the design and purpose of the website.",5,google
6270fafa21a1d929e59e455f,Sidekick,3/12/2021,Thank you for the great website & Logo! Looking forward to working with you all again in the future!,5,google
6270fafa21a1d929e59e4560,The Campus NV,3/8/2021,"The technical coaching training was refreshing, given by a good coach with a passion for his subject. The training was short so you don't miss out on too much other work without having the feeling it was all crammed in to a small timeslot. There was room for discussion and 1 on 1 talks and guidance. Will look into other The Campus courses later",5,google
6270fafa21a1d929e59e4561,The Campus NV,3/5/2021,"We've had the pleasure of working with The Campus several times now. I would advise every data company to have a look at their training offerings. We've followed mostly AWS courses (both on-premise and online), which were always delivered by professionals with the highest quality. The benefit of those courses compared to online courses is clearly the interaction with the trainers and their ad-hoc adjustment to the level of the people in the class.",5,google
627103be2e025ea54dd5a8ec,Formica,16/10/2020,"All possible extra legal benefits small company under large business family feeling, communication internally -layered system training and training",3.0,glassdoor
627103be2e025ea54dd5a8ed,V-IT,27/04/2021,"Company q recognizes the employee, I have to say",5.0,glassdoor
627103be2e025ea54dd5a8ee,V-IT,07/08/2020,"Good colleagues, fun working atmosphere, strong projects, commercial vehicle, meal vouchers, hospitalization insurance, wages is a bit on the low side, but goes up through experience and training.",5.0,glassdoor
627103be2e025ea54dd5a8ef,V-IT,01/07/2018,"V-IT has fully supported me in my process to work as a freelancer.And I can count on them for new projects and continuity!, I can't list it",5.0,glassdoor
627103be2e025ea54dd5a8f0,IS4U,05/08/2019,"- Interesting IAM projects- Correct amount of time for (self-)study- Correct pay for a Cronos company- Good (professional) atmosphere amongst colleagues - Most managers/teamleaders are approachable, - Could use a little bit more mentoring for juniors- Are you working for the benefit of  IS4U or mainly for Cronos itself?",4.0,glassdoor
627103be2e025ea54dd5a8f1,IS4U,02/08/2019,"- Smart and friendly bunch of colleagues- A Lot of internal learning opportunities with peers (unconferences,...)- You get a lot  of autonomy in what you do- Flexible about homework when it's possible- Cronos benefits, - Cronos disadvantages- Sometimes a bit chaotic in internal communication",5.0,glassdoor
627103be2e025ea54dd5a8f2,IS4U,28/04/2019,"- interesting IAM technologies- long-term projects- staff with good technical knowledge-interesting customers, - toxic & political atmosphere- lack of strategy-al lot of IQ and little EQ- managers/teamleaders are very ambitious",2.0,glassdoor
627103be2e025ea54dd5a8f3,Monin,17/04/2022,"The main advantage lies in the possibility of being able to write about anything, the hardest part is to have ideas to cry",4.0,glassdoor
627103be2e025ea54dd5a8f4,Monin,29/04/2021,"Supportive colleague within department which promote growth, pack schedule whereby you need to race with time for a better OEE",4.0,glassdoor
627103be2e025ea54dd5a8f5,Jungle Minds,10/12/2018,"good culture, good people, beautiful customers, company can grow in building in accounts",4.0,glassdoor
62710ba721a1d929e59e45ba,Exsertus,08/05/2018,Excellent service and always helpful when you are in need of some expertise!,5,google
62710ba721a1d929e59e45bb,Jungle Minds,18/08/2018,"Nice building, but at the very end of the street.",4,google
62710ba721a1d929e59e45bc,Jungle Minds,21/02/2017,"
Didn't make the best impression during the quotation process.",1,google
62710ba721a1d929e59e45bd,Jungle Minds,11/04/2017,"Disclaimer: at the time of writing this review I've been working here for a year after being in the industry for over 8 years.

After working as a lead developer in the more branding side of the digital realm It was really nice to see a company that embraces the user as a central point in the process. Co-client is truly co-client, even in the long run. The focus is not on making the client dependant on the agency but to grow together and finally go a ""merry"" separate way. As a developer I highly recommend them but I might not be the most objective source of information ;)

(Vertaald door Google)
Disclaimer: op het moment dat ik deze review schreef, werk ik hier een jaar na meer dan 8 jaar in de branche te zijn geweest.

Na als een leidende ontwikkelaar in de meer merkkant van het digitale rijk te hebben gewerkt, was het heel leuk om een ​​bedrijf te zien dat de gebruiker als een centraal punt in het proces omarmt. Co-client is echt co-client, zelfs op de lange termijn. De focus ligt niet op het afhankelijk maken van de klant van het bureau, maar om samen te groeien en uiteindelijk een ""vrolijke"" aparte weg te gaan. Als ontwikkelaar beveel ik hen ten zeerste aan, maar ik ben misschien niet de meest objectieve informatiebron;)",5,google
62710ba721a1d929e59e45be,Jungle Minds,15/02/2017,Joined this company after five years of working as a freelancer. One of my better decisions in life. Come see what we can do for your customers :),5,google
62710ba721a1d929e59e45bf,Jungle Minds,18/03/2017,Awesome agency in Amsterdam! Always fun to work with/for them! 6 years already. And cool people as well.,5,google
62710ba721a1d929e59e45c0,Jungle Minds,02/06/2017,Great company to work with. Really helped in setting up our digital strategy and building our  ecommerce team,5,google
62710ba721a1d929e59e45c1,Jungle Minds,09/04/2017,Great place to work!,5,google
62710ba721a1d929e59e45c2,Jungle Minds,12/04/2018,Very kind company,5,google
62726a26876a8d36960509b1,Providit,12/04/2022,"- cool colleagues-flat structure- modern office- much knowledge,- for the time being not in-house development",5.0,glassdoor
62726a26876a8d36960509b2,Providit,18/01/2022,"- Young and driven group of colleagues internal knowledge sharing- most important outsystems partner in Belgium- much attention for personal growth and general satisfaction, generally few negatives, more internal project work is desirable",5.0,glassdoor
62726a26876a8d36960509b3,Providit,14/01/2022,"This is one of the few companies where the employee is central. Opening, honesty and commitment is very hard appreciated.Correct pay depending on performance and your personal growth.Which ensures a motivating factor.It's one of a child, there are few to no negatives to report.",5.0,glassdoor
62726a26876a8d36960509b4,Providit,18/01/2022,"- Flexible working location/hour.- If you want to follow more courses you can get supports and trainings easily.- Friendly ambiance, Not being able to see colleagues often (due to Covid)",5.0,glassdoor
62726a26876a8d36960509b5,Enginity,09/02/2022,"Good professional organization with room for advancement, Must be an self-advocate to be recognized",4.0,glassdoor
62726a26876a8d36960509b6,Enginity,25/04/2021,"Excellent benefits and comparable salary, excellent company for benefits and training",5.0,glassdoor
62726a26876a8d36960509b7,Calibrate,11/10/2021,"- very cool and respectful colleagues
- Nice atmosphere
- Training + coaching of colleagues
- Flexible working hours
- Good work structures are used (Agile)
- If you come to the office, food will be provided for you.
- Commercial vehicle, Frontend Validation says that I have to write something here, but I have no negatives to report yet.",5.0,glassdoor
62726a26876a8d36960509b8,Calibrate,13/08/2021,"Super nice colleagues you are sitting with an idea you can always imagine this and see what is possible to realize., There are none because if you have something to do, you will discuss this gwn open and transparent with management",5.0,glassdoor
62726a26876a8d36960509b9,Calibrate,13/08/2021,"All expected checkboxes of a modern medium -sized agency can be checked here.The big difference lies in two elements:
1. A pleasant, pleasant atmosphere.
2. Management treats you as a person and not as an FTE., High work pressure and sometimes too customer pleas.Here and there you can see growth pains in the business processes.",4.0,glassdoor
