_id,date,opinion,rating,source
626baaac206405d41e6ba3d6,21/8/2019,"
very good work environment a very good company and attentive to the employees in all senses a very good company and attentive to the employees in all senses",5,indeed
626baaac206405d41e6ba3d7,11/1/2018,"
Pleasant to work It was good to have this experience, pleasant company to work It was good to have this experience, pleasant company to work",4,indeed
626baaac206405d41e6ba3d8,28/4/2017,"Company not responsible Company not responsible. I learned a lot, but there is no commitment to an employee. Company not responsible. I learned a lot, but there is no commitment to an employee.",1,indeed
626baaac206405d41e6ba3d9,7/1/2015,"
pleasant as it was my first job have nothing to complain about and a very good large company to work for. as it was my first job, I have nothing to complain about and a very good company to work for. meal at the company",5,indeed
626baaac206405d41e6ba3da,9/7/2014,"QUIET WORKING ENVIRONMENT A LITTLE YEARS HAVE PASSED, BUT THE THING THAT HAS REMAINED OF THIS COMPANY IS THAT IT HAS MADE ME UNDERSTAND THAT UNTIL IT'S YOUR MOMENT YOU CAN DO EVERYTHING YOU WANT, WHEN FALL IN LOVE ALSO IF YOU DO YOUR JOB WELL NOBODY WILL CONSIDER YOU A LITTLE YEARS PASSED, BUT THE THING THAT HAS REMAINED OF THIS COMPANY IS THAT IT HAS MADE ME UNDERSTAND THAT AS LONG IT IS YOUR TIME YOU CAN DO EVERYTHING YOU WANT, WHEN FALL IN LOVE PASSES EVEN IF YOU DO YOUR JOB WELL NO ONE WILL CONSIDER YOU",3,indeed
626baaac206405d41e6ba3db,16/6/2014,"particular working environment not very welcoming but stimulating work even if difficult and above all little organization on the part of the staff, fairly democratic pay (no VAT number) but too much instability not very welcoming but stimulating although difficult work and above all little organization on the part of the staff, it pays enough democratic (no VAT) but too much instability immediate work too much confusion too much confusion",5,indeed
626baaac206405d41e6ba3dc,23/4/2014,"
Great place to learn Lots of professionals who allowed me to learn the basics and then move on. Lots of professionals who allowed me to learn the basics and then continue on my way.",5,indeed
626baaac206405d41e6ba3dd,4/3/2014,"good good, I think they are happy with what I did for the company and with my work done. good, I think they are happy with what I do for the company and with my work done.",5,indeed
626baaac206405d41e6ba3de,15/11/2013,"
flexible work environment work in raf with half-day shifts work in raf with half-day shifts to manage critical cases sometimes tense relationships with colleagues sometimes tense relationships with colleagues",4,indeed
626baab5206405d41e6ba3df,29/10/2019,"Top employer with attention to the person behind the employee Atmosphere, flexibility and taking into account the home situation are the best qualities. Everyone counts here! Really can't find anything negative to say about This employer! Everything positive",5,stepstone
626baab5206405d41e6ba3e0,18/05/2017,"Collections Home work, flexible hours, car, freedom Atmosphere between colleagues, better management",3,stepstone
626baab5206405d41e6ba3e1,15/03/2016,"
springboard for my professional career Autonomy, working atmosphere, flexible hours information and internal communication",4,stepstone
626baab5206405d41e6ba3e2,04/06/2018,"
CRONOS International Flexible hours, Salary, Continuous training, Company stability A little more regular contact with staff to take stock of the work level (Appraisal report)",5,stepstone
626baab5206405d41e6ba3e3,30/05/2018,"
Fascinating career at Cronos. Happy employee for more than 10 years! No nonsense culture, flexibility, pleasant working atmosphere, sufficient challenges Nothing for me. It's perfectly like that.",5,stepstone
626baab5206405d41e6ba3e4,29/05/2018,"
Top Company to work Work atmosphere, flexible working hours, commuting, nice job Work-life balance of colleagues",5,stepstone
626baab5206405d41e6ba3e5,29/05/2018,"
Pleasant cooperation as a whole I think the concept of a large cluster with many small specialized companies that work well together is great and it has certainly already proved its worth. I don't expect much improvement. It is said that you will not earn the most with Cronos.",5,stepstone
626baab5206405d41e6ba3e6,24/05/2018,Working at Cronos (RMC)	Atmosphere and colleagues. Salary and advantages.	Trainings are mainly on the job. Would like to have more opportunities to follow official courses		,3,stepstone
626baab5206405d41e6ba3e7,23/05/2018,"
Top company for enterprising IT consultants work atmosphere management structure salary colleagues appreciation files training career guidance working hours leave",5,stepstone
626baab5206405d41e6ba3e8,25/05/2018,"
reviewing last job The challenges in the projects assigned Nothing specific, it was ok",4,stepstone
626baab5206405d41e6ba3e9,17/05/2018,"
Enjoyable work, little challenge Flexibility and remuneration Career opportunities and better development of employees",3,stepstone
626baab5206405d41e6ba3ea,13/04/2022,"The atmosphere in the office is great.. This obviously from the team we are part of...
Evolution within the company, not very faithful to their promises.",5,stepstone
6271024821a1d929e59e45a4,04/05/2022,"That non-compete clause is included so that you cannot sideline Cronos as an intermediary and start working directly with the end customer. I also thought that the wording in the ""standard contract"" was far too general, so I had it adapted so that only direct customers of the subsidiary I belong to apply to this.",,beyondgaming
6271024821a1d929e59e45a5,04/05/2022,"That was not the case with my current intermediary. But I'm also like yeah don't put it in there. I also had a conversation with a lawyer from cronos, who didn't know exactly what was in the contract.

I still had a bad feeling about the contract itself and yes I got myself into some trouble with that because I had already canceled my current one.",,beyondgaming
6271024821a1d929e59e45a6,04/05/2022,"I had them for half a year as an intermediate company. They pay punctually, so that's no problem. The only thing I thought was wrong is that they have brought the payment term to 2 months because of Corona.

My contract said something like ""if the customer breaks the contract with Cronos, the contract with the service provider will be terminated immediately without notice"". I had that adjusted to ""with the normally applicable notice period"". After all, their contracts aren't that bad, are they?",,beyondgaming
6271024821a1d929e59e45a7,31/03/2021,"This isn't about Cronos. But do you mean my new or old salary package? Because I have already heard that they are not always the best payers at Cronos.",,beyondgaming
