id,company,date,opinion,rating,source,score_sentiment,score,rating_sentiment,rating op 100,score op 100,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,roberta_neg,roberta_neu,roberta_pos
92,HeadCount,03/08/2020,"- Trust and good relationships with workers and clients- Funny and friendly environment with great professionals in their environments- Good salary package- Different locations around the world with the possibility to work in international projects., So far I don't have any complain.",5.0,glassdoor,positive,0.36562500000000003,positive,100,75,0.0,0.607,0.393,0.9657,positive,0.0059957923367619514,0.05958602949976921,0.934418261051178
93,HeadCount,06/02/2021,"The team is incredible and they want you to strive in the industry. Management always available for help, It is an unpaid internship",4.0,glassdoor,positive,0.5,positive,75,75,0.0,0.84,0.16,0.4588,positive,0.00638631172478199,0.017594149336218834,0.9760194420814514
94,HeadCount,06/10/2020,"It's a multi-tasking job and there was a lot of travels., not much negative to say.",5.0,glassdoor,positive,0.15,positive,100,75,0.0,0.813,0.187,0.4585,positive,0.2488861382007599,0.6039171814918518,0.14719682931900024
95,HeadCount,10/01/2018,"Great staff, great connection, great music., Small company, so upward mobility is limited",5.0,glassdoor,positive,0.41571428571428576,positive,100,75,0.082,0.388,0.53,0.9081,positive,0.00952843390405178,0.044585466384887695,0.9458861947059631
96,Cronos International SA,29/04/2017,Concentration center of companies with a high added value.,5.0,google,positive,0.03,positive,100,75,0.0,0.745,0.255,0.34,positive,0.008960369043052197,0.4477822482585907,0.5432574152946472
97,Cronos International SA,29/04/2020,"Matter of technology and computer services. It's the best.
Knowledgeable employees who adapt well to customer culture
A mastery of technologies sought in the market. A reference to remember and recommend in your area.",5.0,google,positive,1.0,positive,100,100,0.0,0.739,0.261,0.836,positive,0.006326347589492798,0.05533890798687935,0.9383348226547241
98,Infront,22/02/2019,"Jonge organisatie met veel werk,Work hard,Play hard !
Jonge snelle groep mensen, beetje aparte cultuur, niet voor iedereen.",4.0,indeed,negative,-0.36458333333333337,positive,75,25,0.096,0.904,0.0,-0.1759,negative,0.031633052974939346,0.4112474322319031,0.557119607925415
99,NARATO,16/02/2021,"Cool projects with cool people,As this is my first job, I don't have much experience with different companies, their mentality, work-life balance, ... But what I do know is that I've enjoyed my time thus far at Narato, working on cool projects for massive companies as well as impactful projects at small companies, learning every step of the way. Sometimes working a little late cause ""this is some cool stuff we're building"" and other days stopping a little early to get a drink, a chat, a laugh, ...

One of the harder parts for me personally, is the ever changing landscape that we developers call work. Narato tries to stay close to the border where the change is happening, taking steps in new and sometimes undocumented terrain. Whilst it is very cool to work with new tech, it can also be frustrating. The flipside of this coin is the great feeling that comes with fiddling with something new and it working afterwards, the great feeling of broadening your horizon. My personal nature wouldn't reach for all this new tech, so I have Narato to thank for presenting me the opportunity and giving me a little nudge.

A final and quite important point when broadening your horizon and going on an adventure, is the captains steering the ship. And let me tell you, Narato has some excellent captains, placing themselves among the crew and not shying away from getting their hands dirty or having a pint. Genuine people that actually do care about the co-workers around them. Approachable when you have a problem that needs sorting out, whether it's something technical, practical, personal, ..., they'll do their very best to find a solution with you.Frequently changing work-environment",5.0,indeed,positive,0.14905011655011657,positive,100,75,0.043,0.733,0.224,0.9961,positive,0.008175253868103027,0.0663776770234108,0.9254472255706787
100,NARATO,16/02/2021,"Fun company working with cutting edge technology,No company hierarchy, everyone can give their input and is heard.
People are encouraged to give ideas / feedback.
Everyone helps each other out where he/she can.",4.0,indeed,negative,-0.14166666666666666,positive,75,25,0.04,0.739,0.222,0.7845,positive,0.009738696739077568,0.09143185615539551,0.8988294005393982
101,iFacto,06/01/2022,"no annual evaluation, no career planning",1.0,glassdoor,neutral,0.0,negative,0,50,0.524,0.476,0.0,-0.5267,negative,0.3464292287826538,0.6218649744987488,0.03170575574040413
102,Kohera,08/02/2022,"Flexibility is a plus point, salary is lower than other companies",5.0,glassdoor,negative,-0.125,positive,100,25,0.175,0.635,0.19,0.0516,positive,0.038868993520736694,0.35896778106689453,0.6021631956100464
103,Kohera,05/06/2021,"Family, cool atmosphere, a lot of expertise, cannot immediately come up with something negative",5.0,glassdoor,positive,0.024999999999999994,positive,100,75,0.218,0.647,0.135,-0.34,negative,0.08594965189695358,0.20222461223602295,0.7118257284164429
104,Kohera,20/01/2020,"-Sphere: find like -minded people who all share passion for Microsoft Data Platform. You can also be yourself, long live diversity in personalities! -Klein on Human Size Company (43P) with the backings and benefits of a large Cronos Group initiative and autonomy are by definition in the Consultantcy Role and in our company DNA. You learn quickly and keep learning through the variation in assignments. Consultancy is certainly not one -sided with us: something is wrong, then you can count on the willingness to listen., - We focus on Microsoft and monitor that limit not to lose our specialists role. Some people prefer to go wide and less deep. - We are still in growth process in terms of structure. If you like tight structures, then we are not your right employer. In any case, we love freedom than rules, so we may never be a control paradise :-) - If you are looking for the highest salary package, we are not for you. We believe in humanity, a good balance work/life and giving and making just about everything discussable. Our wage package fits in with that philosophy.",4.0,glassdoor,positive,0.10676046176046176,positive,75,75,0.031,0.787,0.182,0.9817,positive,0.005968152545392513,0.1427701711654663,0.851261556148529
105,Narato,17/12/2021,"Freedom to take your responsibility.Curiosity and wonder are high on our list., There are too few hours in a day :-)",5.0,glassdoor,positive,0.15333333333333332,positive,100,75,0.0,0.735,0.265,0.7579,positive,0.011692498810589314,0.11696265637874603,0.8713449239730835
106,PreviewLabs,26/03/2021,"Coworkers are friendly and funFlexible work environment and hours, can accommodate your needsLarge variety in your work! No two days are the same. Enjoyable, creative work - inventive problem solving skills are celebrated, Employees are split across the United States and Belgium, which necessitates accommodations for the time zone differenceNot a precise 9-5 schedule - sometimes you'll need to work outside of those hours, and this can be somewhat unpredictable",5.0,glassdoor,positive,0.2835648148148148,positive,100,75,0.06,0.719,0.222,0.923,positive,0.007429399061948061,0.057647448033094406,0.9349230527877808
107,PreviewLabs,12/01/2021,"Bernard is a great employer. He is very easy to work with because he is good at communicating with you. He is good at conveying his thoughts and vision to you. He is very hands on and schedules regular meeting that will allow you to know where you stand and what is expected of you. He does not micromanage you., Bernard is very social and talkative because of this sometimes your meeting will run long.",5.0,glassdoor,positive,0.31740740740740747,positive,100,75,0.0,0.8,0.2,0.9432,positive,0.00838860496878624,0.07934407144784927,0.9122674465179443
108,PreviewLabs,30/08/2020,"- Somewhat flexible work week (as long as you work a minimum of 38 hours, you can take off time during the day as needed to go to appointments, etc. and just work later another day to make up for it)., - micromanagement is OUT OF CONTROL- little business sense- frequently late/ missing deadlines- leadership has no time management skills- willing to listen* to other's opinions/ideas, but rarely willing to change.... I could make quite a long list. **Hire people to do their jobs and then let them do their jobs.** There is no reason that there should be so many meetings with employees all week to check in on what they are doing and review it. It's an incredible waste of time on everyone's part. There is a reason you are always late, missing events on your schedule, missing deadlines and working into the wee hours of the night - and causing others to do so with you. Develop trust with your employees. Make clear and understand that they will come to you or the PM with questions if needed, but hours a day get wasted unnecessarily. Pay attention to your employees. Work life balance... many aren't getting it. You want to be friends with your employees and expect them to hang out with you in your/their free time, but don't do much to earn that friendship. Practice listening; interrupt less; give people the chance to respond - this includes during [potential] client calls. Be patient. If you're going to be a global business, understand that business is conducted differently in various countries and learn the differences. R-E-S-P-E-C-T.",2.0,glassdoor,positive,0.03683333333333333,negative,25,75,0.083,0.829,0.088,0.5029,positive,0.48453059792518616,0.4683170020580292,0.04715237766504288
109,Uptime Group,18/01/2019,"Great team, Innovative spirit, Young people, Great to start your career, The opportunities to grow into management position were limited.",4.0,glassdoor,positive,0.4257142857142857,positive,75,75,0.061,0.447,0.492,0.926,positive,0.007581907790154219,0.032655082643032074,0.9597630500793457
110,EWings,21/08/2021,"- smooth communication, Correct wage, I was allowed to decide how many texts I could translate within 18 hours, - I did not notice (telework)",5.0,glassdoor,positive,0.45,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.02711087092757225,0.41564270853996277,0.5572463274002075
111,EWings,26/04/2021,"working atmosphere, responsibility, team, challenging, instructive, no negatives established during internship",5.0,glassdoor,positive,0.5,positive,100,75,0.172,0.703,0.125,-0.1531,negative,0.027828633785247803,0.38330766558647156,0.5888636708259583
112,Roborana,17/02/2022,"A lot of freedom but also a lot of responsibility!Nice assignments for beautiful customers, you can always develop and work with the latest techniques., Sometimes busy but you are always appreciated/rewarded for that",5.0,glassdoor,positive,0.4833333333333334,positive,100,75,0.0,0.779,0.221,0.8497,positive,0.00748935341835022,0.02678009867668152,0.965730607509613
113,Kazi,12/06/2018,"- Very collegial, very friendly people- opportunity to grow with the company- everyone very down-to-earth,- too much autonomy expected for a junior dev (personal opinion of course)- lack of framework (junior)",4.0,glassdoor,positive,0.16458333333333333,positive,75,75,0.065,0.74,0.194,0.6726,positive,0.05703204870223999,0.23286500573158264,0.7101029753684998
114,Kazi,05/03/2022,"Working environment is very good, Ease of task management & assign",4.0,glassdoor,positive,0.9099999999999999,positive,75,75,0.0,0.573,0.427,0.7159,positive,0.007707793265581131,0.04319987818598747,0.9490922689437866
115,Kazi,01/03/2021,"Good team work and awesome developer experience, Not any that I can think of",5.0,glassdoor,positive,0.85,positive,100,75,0.0,0.611,0.389,0.7906,positive,0.028251981362700462,0.06675449013710022,0.9049935340881348
116,Kazi,16/10/2018,"Awesome working place and would recommend, Non since its an awesome working place",5.0,glassdoor,positive,1.0,positive,100,100,0.0,0.483,0.517,0.8934,positive,0.005458861589431763,0.012716392055153847,0.9818246960639954
117,Forward,14/02/2021,"It is a company with many growth opportunities, a very good atmosphere and the remuneration & fringe benefits can also be there!, It is a strongly growing company with the corresponding growing pains.These are being treated at this moment, but it will take a while before they have been completely spread.",5.0,glassdoor,positive,0.5083333333333333,positive,100,75,0.0,0.764,0.236,0.7928,positive,0.0034651183523237705,0.028936898335814476,0.9675981402397156
118,Forward,08/01/2020,"The team is young and dynamic, so there is sufficient relaxation and ambiance.You are immediately included in the group so that you immediately get a welcome feeling.You can also quickly walk with projects so that you can enjoy yourself smoothly and efficiently.In this way you quickly master the operation of the company.The company also fully supports self -development and give you every opportunity to make this possible., I have not experienced negatives yet.",5.0,glassdoor,positive,0.21851851851851853,positive,100,75,0.0,0.785,0.215,0.9501,positive,0.005367028061300516,0.05525549128651619,0.93937748670578
119,Forward,18/11/2019,"- Many opportunities as an employee to develop his own path through training and his own input.- Working as a consultant is very supported by recent and successful organizational methods.- An atmosphere where different consultants teach each other a lot of knowledge.- A young, dynamic atmosphere looking for the ideal way to call in every employee as well as possible.- An interesting wage package with many benefits., No negatives yet experienced.",5.0,glassdoor,positive,0.35500000000000004,positive,100,75,0.027,0.728,0.244,0.9485,positive,0.005355953238904476,0.11074438691139221,0.8838997483253479
120,RMDY,14/11/2020,"Friendly colleagues and a great working atmosphere, sometimes they are too busy with many projects.",5.0,glassdoor,positive,0.44375000000000003,positive,100,75,0.0,0.622,0.378,0.8074,positive,0.013148368336260319,0.05594198778271675,0.9309096336364746
121,M2Q,11/02/2022,"Cool colleagues in the office in a pleasant location siege for training + exam of a certificate, I had a contract after my internship that I really wanted to, but that never happened",2.0,glassdoor,positive,0.42777777777777776,negative,25,75,0.0,0.868,0.132,0.4215,positive,0.037185415625572205,0.18015511333942413,0.7826595306396484
122,Kunlabora,22/04/2021,"Everyone's opinion is taken into consideration even for major company decisions* Regular activities to get to know the colleagues which you are not working with on a daily basis* Highly skilled colleagues to learn from and share experience with, * Many opportunities to pick up work outside of your core task. People will help you, but even then be careful to not pick up more than you can handle.",5.0,glassdoor,positive,0.1828125,positive,100,75,0.0,0.898,0.102,0.631,positive,0.029763923957943916,0.5881935954093933,0.38204237818717957
123,PHPro,04/07/2020,"Good atmosphere, quite ok salary for starters, planning culture, over-managed work sometimes has the opposite effect",4.0,glassdoor,positive,0.39999999999999997,positive,75,75,0.0,0.722,0.278,0.659,positive,0.06011104956269264,0.16152702271938324,0.7783619165420532
124,PHPro,11/10/2019,"Colleagues with a high expertise in  the language and the different popular domains the language applies to (e-commerce, websites, CMS, custom development).Good for gaining your first work experience, bad financially if you'd stay for 3+ years., A high pressure environment when working on internal projects, when you are placed at a client as a consultant this might not be an issue.The wage is not conform to the market rate. To give some examples; someone with 4y experience will earn a gross wage of 2270 euro/month, someone with 13y experience will earn 3200/month.Negotiating a wage increase is difficult since there is always the excuse that you need to get a certain certificate and that your current wage is similar to the others in the company (sad if true).",3.0,glassdoor,negative,-0.000982142857142848,positive,50,25,0.085,0.831,0.085,-0.25,negative,0.14590369164943695,0.6594877243041992,0.1946086287498474
125,PHPro,12/09/2019,"Great structure with organization by managers, low wages.You need to adapt to the market",4.0,glassdoor,positive,0.4,positive,75,75,0.115,0.659,0.225,0.4588,positive,0.02782173454761505,0.23816949129104614,0.7340087890625
126,"bewire ",2/5/2020,Best place to work!,5.0,google,positive,1.0,positive,100,100,0.0,0.4,0.6,0.6696,positive,0.003686837386339903,0.014455008320510387,0.9818581938743591
127,"bewire ",2/5/2021,Great Place To Work,5.0,google,positive,0.8,positive,100,75,0.0,0.423,0.577,0.6249,positive,0.0067772227339446545,0.025090139359235764,0.968132734298706
128,"bewire ",2/5/2018,"Best place to work at, period.",5.0,google,positive,1.0,positive,100,100,0.0,0.543,0.457,0.6369,positive,0.005669636186212301,0.01400764100253582,0.9803227782249451
129,"bewire ",2/5/2019,Great place to work.,5.0,google,positive,0.8,positive,100,75,0.0,0.423,0.577,0.6249,positive,0.005956652108579874,0.02012331597507,0.9739199876785278
130,ChangeLab,21/4/2019,Professional team of people-oriented consultants and (team) coaches!,5.0,google,positive,0.125,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.009108777157962322,0.1402287781238556,0.8506622910499573
131,Craftworkz,3/5/2019,Young dynamic company that supports customers keeping an edge on competition by letting technology speak for itself. Creative steps into the future and backed up by the Cronos group to cover for the more legacy platform integration. Attracts young talent and will grow rapidly over the next few years.,4.0,google,positive,0.12500000000000003,positive,75,75,0.0,0.747,0.253,0.9118,positive,0.005831888411194086,0.1066218838095665,0.8875462412834167
132,Craftworkz,3/5/2021,"Great people, really nice company with creative and top notch technologies.",5.0,google,positive,0.6,positive,100,75,0.0,0.371,0.629,0.8977,positive,0.005673984996974468,0.012972296215593815,0.9813538789749146
133,Craftworkz,3/5/2019,Prototyping and chatbots done right!!,5.0,google,positive,0.4464285714285714,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.011510658077895641,0.1507374346256256,0.8377518653869629
134,Kunlabora,3/5/2019,Awesome workplace with lots of interesting people!,5.0,google,positive,0.8125,positive,100,75,0.0,0.413,0.587,0.7959,positive,0.005736769177019596,0.012020501308143139,0.9822426438331604
135,Kunlabora,3/5/2019,The place to be for professional software,5.0,google,positive,0.1,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.01419074833393097,0.3706124722957611,0.6151967644691467
136,Sidekick,3/12/2021,"
At Sidekick you have come to the right place for professional but creative branding and optimal online & offline communication. They also bring great added value every time in the field of content creation!",5.0,google,positive,0.4714285714285714,positive,100,75,0.037,0.568,0.395,0.9586,positive,0.004910967778414488,0.036435019224882126,0.95865398645401
137,Sidekick,2/5/2017,"
Sidekick has a fresh take on the online presence in the market.
Without having a deep substantive knowledge of our services, they have succeeded in portraying our story perfectly.
Sidekick improved our appearance to the outside world in a fast, but qualitative way.",5.0,google,positive,0.3,positive,100,75,0.0,0.814,0.186,0.7351,positive,0.007876361720263958,0.12452370673418045,0.8675997853279114
138,Sidekick,2/5/2017,Sidekick brought Be Bold to life. They created a strong visual identity for us that perfectly reflects our story in all communication materials.,5.0,google,positive,0.44166666666666665,positive,100,75,0.0,0.598,0.402,0.9022,positive,0.002814298728480935,0.05834761634469032,0.9388381242752075
139,Sidekick,3/8/2021,"Highly recommended for everyone, companies large and small, who are looking for support in the field of branding, copywriting, digital marketing, web design, graphic design etc!!",5.0,google,positive,0.024857142857142855,positive,100,75,0.0,0.817,0.183,0.6572,positive,0.005255476571619511,0.0694839358329773,0.9252605438232422
140,Sidekick,2/5/2018,Top team that is always ready to be creative and think along in the philosophy of the company. We keep going back to SideKick for every expansion to our concept. This way we are sure that we can always profile ourselves professionally to our customers,5.0,google,positive,0.3,positive,100,75,0.0,0.812,0.188,0.8176,positive,0.006336613092571497,0.08699183911085129,0.9066715836524963
141,Sidekick,3/5/2019,"
At the end of 2018, Sidekick started with a new logo and the development of a new website for Arinti. Very quickly we were on the same wavelength and the Sidekick team succeeded in converting our story into a fresh and powerful new house style. Thanks for the excellent cooperation!",5.0,google,positive,0.29360269360269364,positive,100,75,0.0,0.74,0.26,0.9299,positive,0.002244985429570079,0.03381430357694626,0.9639407396316528
142,Sidekick,2/5/2020,"Very nice cooperation behind us in building our website!
They are also always available afterwards for questions and help.",5.0,google,positive,0.22666666666666668,positive,100,75,0.0,0.736,0.264,0.7257,positive,0.0031467473600059748,0.02209695614874363,0.9747563600540161
143,Sidekick,2/5/2018,"
Very positive and professional cooperation.
To the point and very good insight into the design and purpose of the website.",5.0,google,positive,0.4351515151515151,positive,100,75,0.0,0.718,0.282,0.7956,positive,0.017313573509454727,0.113951675593853,0.8687347769737244
144,Sidekick,3/12/2021,Thank you for the great website & Logo! Looking forward to working with you all again in the future!,5.0,google,positive,0.5,positive,100,75,0.0,0.69,0.31,0.8011,positive,0.002407640451565385,0.010346945375204086,0.9872456192970276
145,The Campus NV,3/8/2021,"The technical coaching training was refreshing, given by a good coach with a passion for his subject. The training was short so you don't miss out on too much other work without having the feeling it was all crammed in to a small timeslot. There was room for discussion and 1 on 1 talks and guidance. Will look into other The Campus courses later",5.0,google,positive,0.05925925925925925,positive,100,75,0.021,0.86,0.119,0.7382,positive,0.014590083621442318,0.09149681031703949,0.8939129710197449
146,The Campus NV,3/5/2021,"We've had the pleasure of working with The Campus several times now. I would advise every data company to have a look at their training offerings. We've followed mostly AWS courses (both on-premise and online), which were always delivered by professionals with the highest quality. The benefit of those courses compared to online courses is clearly the interaction with the trainers and their ad-hoc adjustment to the level of the people in the class.",5.0,google,positive,0.19999999999999998,positive,100,75,0.0,0.88,0.12,0.8555,positive,0.0044054435566067696,0.06788256764411926,0.9277120232582092
147,Formica,16/10/2020,"All possible extra legal benefits small company under large business family feeling, communication internally -layered system training and training",3.0,glassdoor,positive,0.02738095238095238,positive,50,75,0.0,0.741,0.259,0.5574,positive,0.010225292295217514,0.5016634464263916,0.48811131715774536
148,V-IT,27/04/2021,"Company q recognizes the employee, I have to say",5.0,glassdoor,neutral,0.0,positive,100,50,0.0,1.0,0.0,0.0,neutral,0.05141903832554817,0.7100552320480347,0.2385256439447403
149,V-IT,07/08/2020,"Good colleagues, fun working atmosphere, strong projects, commercial vehicle, meal vouchers, hospitalization insurance, wages is a bit on the low side, but goes up through experience and training.",5.0,glassdoor,positive,0.2866666666666667,positive,100,75,0.05,0.747,0.203,0.5719,positive,0.01403880212455988,0.09896828234195709,0.8869929909706116
150,V-IT,01/07/2018,"V-IT has fully supported me in my process to work as a freelancer.And I can count on them for new projects and continuity!, I can't list it",5.0,glassdoor,positive,0.17045454545454544,positive,100,75,0.0,0.889,0.111,0.4376,positive,0.00539611279964447,0.02942616492509842,0.9651776552200317
151,IS4U,05/08/2019,"- Interesting IAM projects- Correct amount of time for (self-)study- Correct pay for a Cronos company- Good (professional) atmosphere amongst colleagues - Most managers/teamleaders are approachable, - Could use a little bit more mentoring for juniors- Are you working for the benefit of  IS4U or mainly for Cronos itself?",4.0,glassdoor,positive,0.32559523809523805,positive,75,75,0.028,0.8,0.172,0.802,positive,0.00682289432734251,0.09854796528816223,0.8946292400360107
152,IS4U,02/08/2019,"- Smart and friendly bunch of colleagues- A Lot of internal learning opportunities with peers (unconferences,...)- You get a lot  of autonomy in what you do- Flexible about homework when it's possible- Cronos benefits, - Cronos disadvantages- Sometimes a bit chaotic in internal communication",5.0,glassdoor,positive,0.11785714285714285,positive,100,75,0.116,0.629,0.255,0.7269,positive,0.011428621597588062,0.15543241798877716,0.8331389427185059
153,IS4U,28/04/2019,"- interesting IAM technologies- long-term projects- staff with good technical knowledge-interesting customers, - toxic & political atmosphere- lack of strategy-al lot of IQ and little EQ- managers/teamleaders are very ambitious",2.0,glassdoor,positive,0.22291666666666665,negative,25,75,0.067,0.671,0.262,0.7713,positive,0.03260209411382675,0.10076626390218735,0.8666314482688904
154,Monin,17/04/2022,"The main advantage lies in the possibility of being able to write about anything, the hardest part is to have ideas to cry",4.0,glassdoor,positive,0.3333333333333333,positive,75,75,0.211,0.717,0.072,-0.5994,negative,0.13012951612472534,0.39199966192245483,0.4778709411621094
155,Monin,29/04/2021,"Supportive colleague within department which promote growth, pack schedule whereby you need to race with time for a better OEE",4.0,glassdoor,positive,0.5,positive,75,75,0.0,0.593,0.407,0.8519,positive,0.016053808853030205,0.2094530165195465,0.7744932770729065
156,Jungle Minds,10/12/2018,"good culture, good people, beautiful customers, company can grow in building in accounts",4.0,glassdoor,positive,0.75,positive,75,75,0.0,0.508,0.492,0.8658,positive,0.006743764504790306,0.03306755796074867,0.9601888060569763
157,Exsertus,08/05/2018,Excellent service and always helpful when you are in need of some expertise!,5.0,google,positive,1.0,positive,100,100,0.0,0.618,0.382,0.7777,positive,0.007063813973218203,0.04074772447347641,0.9521883726119995
158,Jungle Minds,18/08/2018,"Nice building, but at the very end of the street.",4.0,google,positive,0.4,positive,75,75,0.0,0.826,0.174,0.2263,positive,0.4302666187286377,0.455222487449646,0.11451086401939392
159,Jungle Minds,21/02/2017,"
Didn't make the best impression during the quotation process.",1.0,google,positive,1.0,negative,0,100,0.275,0.571,0.155,-0.3544,negative,0.8027576208114624,0.1860719621181488,0.011170469224452972
160,Jungle Minds,11/04/2017,"Disclaimer: at the time of writing this review I've been working here for a year after being in the industry for over 8 years.

After working as a lead developer in the more branding side of the digital realm It was really nice to see a company that embraces the user as a central point in the process. Co-client is truly co-client, even in the long run. The focus is not on making the client dependant on the agency but to grow together and finally go a ""merry"" separate way. As a developer I highly recommend them but I might not be the most objective source of information ;)

(Vertaald door Google)
Disclaimer: op het moment dat ik deze review schreef, werk ik hier een jaar na meer dan 8 jaar in de branche te zijn geweest.

Na als een leidende ontwikkelaar in de meer merkkant van het digitale rijk te hebben gewerkt, was het heel leuk om een ​​bedrijf te zien dat de gebruiker als een centraal punt in het proces omarmt. Co-client is echt co-client, zelfs op de lange termijn. De focus ligt niet op het afhankelijk maken van de klant van het bureau, maar om samen te groeien en uiteindelijk een ""vrolijke"" aparte weg te gaan. Als ontwikkelaar beveel ik hen ten zeerste aan, maar ik ben misschien niet de meest objectieve informatiebron;)",5.0,google,positive,0.18416666666666667,positive,100,75,0.0,0.955,0.045,0.8416,positive,0.013169638812541962,0.286042183637619,0.7007882595062256
161,Jungle Minds,15/02/2017,Joined this company after five years of working as a freelancer. One of my better decisions in life. Come see what we can do for your customers :),5.0,google,positive,0.5,positive,100,75,0.0,0.75,0.25,0.7906,positive,0.002294312696903944,0.013507159426808357,0.9841983318328857
162,Jungle Minds,18/03/2017,Awesome agency in Amsterdam! Always fun to work with/for them! 6 years already. And cool people as well.,5.0,google,positive,0.5750000000000001,positive,100,75,0.0,0.512,0.488,0.9078,positive,0.004157594405114651,0.007654746528714895,0.9881875514984131
163,Jungle Minds,02/06/2017,Great company to work with. Really helped in setting up our digital strategy and building our  ecommerce team,5.0,google,positive,0.3333333333333333,positive,100,75,0.0,0.806,0.194,0.6249,positive,0.0033406096044927835,0.017538148909807205,0.9791212677955627
164,Jungle Minds,09/04/2017,Great place to work!,5.0,google,positive,1.0,positive,100,100,0.0,0.406,0.594,0.6588,positive,0.004870081786066294,0.015138226561248302,0.979991614818573
165,Jungle Minds,12/04/2018,Very kind company,5.0,google,positive,0.78,positive,100,75,0.0,0.351,0.649,0.5709,positive,0.017187057062983513,0.06135071814060211,0.9214621782302856
166,Providit,12/04/2022,"- cool colleagues-flat structure- modern office- much knowledge,- for the time being not in-house development",5.0,glassdoor,positive,0.25,positive,100,75,0.0,0.85,0.15,0.3182,positive,0.01196629274636507,0.16519005596637726,0.822843611240387
167,Providit,18/01/2022,"- Young and driven group of colleagues internal knowledge sharing- most important outsystems partner in Belgium- much attention for personal growth and general satisfaction, generally few negatives, more internal project work is desirable",5.0,glassdoor,positive,0.155,positive,100,75,0.0,0.68,0.32,0.8932,positive,0.008881986141204834,0.0710647851228714,0.920053243637085
168,Providit,14/01/2022,"This is one of the few companies where the employee is central. Opening, honesty and commitment is very hard appreciated.Correct pay depending on performance and your personal growth.Which ensures a motivating factor.It's one of a child, there are few to no negatives to report.",5.0,glassdoor,negative,-0.15583333333333335,positive,100,25,0.11,0.712,0.178,0.6644,positive,0.025514135137200356,0.13855573534965515,0.8359301090240479
169,Providit,18/01/2022,"- Flexible working location/hour.- If you want to follow more courses you can get supports and trainings easily.- Friendly ambiance, Not being able to see colleagues often (due to Covid)",5.0,glassdoor,positive,0.3125,positive,100,75,0.0,0.737,0.263,0.7845,positive,0.036284081637859344,0.4367913007736206,0.5269245505332947
170,Enginity,09/02/2022,"Good professional organization with room for advancement, Must be an self-advocate to be recognized",4.0,glassdoor,positive,0.39999999999999997,positive,75,75,0.0,0.818,0.182,0.4404,positive,0.007931269705295563,0.11660977452993393,0.8754589557647705
171,Enginity,25/04/2021,"Excellent benefits and comparable salary, excellent company for benefits and training",5.0,glassdoor,positive,1.0,positive,100,100,0.0,0.357,0.643,0.9118,positive,0.004972170107066631,0.02248322404921055,0.9725447297096252
172,Calibrate,11/10/2021,"- very cool and respectful colleagues
- Nice atmosphere
- Training + coaching of colleagues
- Flexible working hours
- Good work structures are used (Agile)
- If you come to the office, food will be provided for you.
- Commercial vehicle, Frontend Validation says that I have to write something here, but I have no negatives to report yet.",5.0,glassdoor,positive,0.45916666666666667,positive,100,75,0.05,0.785,0.165,0.5312,positive,0.014792690984904766,0.20015324652194977,0.785054087638855
173,Calibrate,13/08/2021,"Super nice colleagues you are sitting with an idea you can always imagine this and see what is possible to realize., There are none because if you have something to do, you will discuss this gwn open and transparent with management",5.0,glassdoor,positive,0.23333333333333334,positive,100,75,0.0,0.853,0.147,0.7717,positive,0.007086204364895821,0.04719073697924614,0.9457231163978577
174,Calibrate,13/08/2021,"All expected checkboxes of a modern medium -sized agency can be checked here.The big difference lies in two elements:
1. A pleasant, pleasant atmosphere.
2. Management treats you as a person and not as an FTE., High work pressure and sometimes too customer pleas.Here and there you can see growth pains in the business processes.",4.0,glassdoor,positive,0.28777777777777774,positive,75,75,0.124,0.73,0.146,0.34,positive,0.21731072664260864,0.6426033973693848,0.1400858610868454
175,cronos,17/02/2022,"Salary is good. Comfortable location, no inconveniences. No disadvantages. No disadvantages.",5.0,glassdoor,positive,0.55,positive,100,75,0.541,0.18,0.279,-0.5859,negative,0.019456978887319565,0.10783398151397705,0.8727089762687683
176,cronos,10/10/2021,"Good atmosphere, good teams on interesting projects, salaries, missions not very detailed, no professional development",3.0,glassdoor,positive,0.3392307692307692,positive,50,75,0.0,0.509,0.491,0.8623,positive,0.026051806285977364,0.10186877846717834,0.8720793128013611
177,cronos,25/06/2021,"Two days of linkedin training are required otherwise we leave you alone, the salary does not follow",3.0,glassdoor,neutral,0.0,positive,50,50,0.176,0.824,0.0,-0.296,negative,0.29570290446281433,0.6641687750816345,0.040128301829099655
178,cronos,27/12/2018,"A very flexible structure, much more flexible than a more traditional company, the advantage is also the disadvantage. As soon as something happens against you, this flexibility will be used against you.",4.0,glassdoor,positive,0.3,positive,75,75,0.076,0.677,0.247,0.6526,positive,0.16831377148628235,0.579700767993927,0.25198543071746826
179,cronos,06/02/2016,"Diversity,Problem Solving,Continuing Education,Interns take a dim view of an outside consultant",3.0,glassdoor,positive,0.05,positive,50,75,0.0,1.0,0.0,0.0,neutral,0.21877421438694,0.6944220662117004,0.0868036299943924
